6144	1
13420	2
9008	3
4030	4
12512	5
9174	6
12512	7
7015	8
5846	9
5846	10
13420	11
13549	12
7207	13
10991	14
10991	15
10991	16
5700	17
14790	18
12269	19
1889	20
2367	21
14691	22
9938	23
1910	24
5432	25
13593	26
10338	27
9938	28
4065	29
4370	30
11712	31
11712	32
11712	33
3505	34
11712	35
11712	36
11712	37
3505	38
11712	39
9153	40
9153	41
9153	42
9153	43
1286	44
1286	45
1286	46
11712	47
3505	48
1286	49
1286	50
1286	51
13378	52
13378	53
1286	54
1286	55
1286	56
1286	57
1286	58
3505	59
3505	60
1286	61
1286	62
3505	63
3505	64
866	65
7123	66
13887	67
1718	68
11269	69
1718	70
1718	71
12740	72
12534	73
1718	74
7367	75
12534	76
4689	77
13155	78
1802	79
6796	80
15114	81
3650	82
13887	83
10235	84
6635	85
6968	86
9268	87
10723	88
13887	89
930	90
6005	91
13112	92
12740	93
977	94
12816	95
931	96
6332	97
5710	98
4335	99
4335	100
4335	101
5297	102
984	103
7680	104
1964	105
1964	106
14937	107
185	108
14937	109
9697	110
10928	111
2164	112
2164	113
2164	114
2164	115
10011	116
2149	117
2149	118
2149	119
2149	120
2149	121
11920	122
2149	123
2149	124
2149	125
10011	126
2149	127
2149	128
10011	129
11920	130
7260	131
11920	132
2149	133
2149	134
2149	135
2149	136
2149	137
2149	138
2149	139
2149	140
2149	141
2149	142
11101	143
2149	144
2149	145
2149	146
4145	147
2149	148
2149	149
2149	150
162	151
2149	152
2149	153
10011	154
2149	155
2149	156
2149	157
10011	158
10011	159
5076	160
10011	161
10011	162
10011	163
10072	164
6595	165
10011	166
10011	167
5063	168
1046	169
9507	170
5965	171
10011	172
5965	173
10480	174
9268	175
9268	176
9507	177
5575	178
9268	179
9268	180
10748	181
9714	182
7610	183
11638	184
13230	185
10011	186
10011	187
7610	188
10011	189
10011	190
13418	191
10011	192
325	193
12363	194
10288	195
10011	196
10011	197
10011	198
9268	199
3964	200
9268	201
3113	202
325	203
13418	204
10011	205
10011	206
10011	207
13418	208
13418	209
13418	210
14706	211
7827	212
7827	213
10011	214
7827	215
9128	216
10011	217
3577	218
6341	219
3531	220
7827	221
9268	222
4818	223
1236	224
117	225
9829	226
10011	227
8119	228
625	229
5147	230
10011	231
11101	232
10011	233
10049	234
10049	235
10049	236
9507	237
10049	238
12251	239
5147	240
13345	241
9507	242
10049	243
3174	244
4531	245
5686	246
10011	247
3551	248
12638	249
12638	250
14498	251
12705	252
3916	253
9268	254
9268	255
9268	256
9472	257
1036	258
13270	259
15184	260
15184	261
5357	262
12705	263
4535	264
1036	265
475	266
475	267
475	268
9268	269
475	270
9268	271
475	272
1793	273
1036	274
3096	275
3096	276
14374	277
8006	278
10011	279
10011	280
10011	281
10011	282
10011	283
1036	284
10011	285
10011	286
10011	287
11127	288
2674	289
10011	290
10011	291
12338	292
1036	293
9517	294
10546	295
694	296
9470	297
4935	298
9517	299
4935	300
4935	301
13782	302
9268	303
3645	304
11608	305
9615	306
8006	307
8006	308
12217	309
13113	310
10011	311
12217	312
10011	313
10230	314
2149	315
10011	316
4776	317
2149	318
2149	319
10011	320
2149	321
8465	322
2149	323
2149	324
2149	325
9350	326
2149	327
2149	328
7466	329
2149	330
2149	331
7466	332
10184	333
359	334
3536	335
7199	336
4114	337
3737	338
3737	339
8433	340
12339	341
13289	342
10967	343
445	344
439	345
7652	346
908	347
1118	348
7776	349
11090	350
11021	351
6238	352
14467	353
1465	354
7776	355
11159	356
11159	357
