14133	1
9268	2
5131	3
5131	4
12613	5
8788	6
8785	7
4803	8
9318	9
6885	10
7838	11
6532	12
14097	13
3826	14
7838	15
15134	16
3826	17
3826	18
3826	19
3826	20
4030	21
615	22
14637	23
9398	24
471	25
6295	26
14263	27
5846	28
9268	29
14133	30
5006	31
3888	32
13398	33
11227	34
7265	35
5399	36
8788	37
14323	38
13611	39
7377	40
1774	41
1774	42
5700	43
14672	44
11799	45
8062	46
8971	47
10752	48
10752	49
1957	50
9754	51
2768	52
9438	53
1736	54
7584	55
8832	56
2573	57
9820	58
2085	59
6288	60
12004	61
8664	62
7582	63
7838	64
799	65
13356	66
6615	67
11712	68
11712	69
11712	70
11712	71
11712	72
11712	73
11712	74
11712	75
1286	76
11712	77
11712	78
6932	79
1092	80
9153	81
1286	82
1286	83
1286	84
1286	85
3505	86
13378	87
3505	88
11712	89
11712	90
240	91
11712	92
12954	93
12954	94
9945	95
8456	96
7261	97
1718	98
13887	99
13783	100
12819	101
2305	102
14151	103
6906	104
429	105
1981	106
8988	107
8988	108
10954	109
13560	110
7230	111
7183	112
10367	113
7362	114
6822	115
3650	116
6635	117
6968	118
13887	119
8571	120
2446	121
9268	122
14673	123
10723	124
10723	125
5898	126
7094	127
656	128
10598	129
12547	130
6005	131
1706	132
10156	133
4980	134
11539	135
5822	136
1222	137
1415	138
931	139
1964	140
10563	141
7511	142
7511	143
7511	144
2828	145
5337	146
1186	147
6315	148
919	149
1964	150
2828	151
5782	152
982	153
2828	154
7471	155
2828	156
14874	157
1186	158
7511	159
2828	160
8074	161
10011	162
7122	163
2149	164
11920	165
7122	166
10011	167
2149	168
2992	169
2149	170
12139	171
11058	172
10011	173
11058	174
10316	175
7622	176
10304	177
14285	178
4145	179
6229	180
6229	181
2149	182
14408	183
14408	184
2195	185
2149	186
7718	187
14408	188
10011	189
11935	190
2149	191
3303	192
5076	193
5076	194
10011	195
2727	196
10011	197
1934	198
8776	199
10011	200
6595	201
3303	202
3303	203
10011	204
14336	205
3303	206
1046	207
10011	208
9507	209
3803	210
2429	211
5965	212
12354	213
7518	214
10011	215
2429	216
6595	217
11647	218
3016	219
9268	220
10211	221
9268	222
9268	223
10011	224
9507	225
11647	226
6557	227
12354	228
10011	229
6229	230
4178	231
6229	232
10815	233
10815	234
6229	235
10011	236
9268	237
13418	238
12363	239
6123	240
14353	241
5575	242
13755	243
7309	244
6610	245
6610	246
1716	247
10011	248
5345	249
12189	250
5338	251
5123	252
5147	253
12711	254
10134	255
4745	256
12354	257
5147	258
8223	259
7284	260
7879	261
5147	262
5147	263
12813	264
5521	265
11104	266
7518	267
9242	268
9051	269
13252	270
5147	271
5147	272
5147	273
5147	274
5147	275
6686	276
10011	277
4531	278
14645	279
10172	280
7129	281
7129	282
4881	283
703	284
14498	285
417	286
8536	287
11016	288
5068	289
7433	290
11609	291
780	292
13960	293
10011	294
10011	295
10011	296
10011	297
10011	298
10011	299
10011	300
10011	301
10011	302
10011	303
10011	304
10011	305
10011	306
10011	307
10011	308
10011	309
10011	310
10011	311
10011	312
10011	313
10011	314
10011	315
10011	316
10011	317
10011	318
10011	319
10011	320
10011	321
10011	322
10011	323
10011	324
10011	325
10011	326
10011	327
10011	328
10011	329
10011	330
15025	331
10011	332
10011	333
10011	334
10011	335
10011	336
10011	337
10011	338
10011	339
10011	340
10011	341
10011	342
10011	343
10011	344
10011	345
10011	346
10011	347
10011	348
10011	349
10011	350
10011	351
7518	352
475	353
14374	354
8808	355
6268	356
1058	357
5686	358
5686	359
6031	360
12693	361
11639	362
3089	363
1870	364
6268	365
6867	366
7390	367
2582	368
15142	369
3996	370
5825	371
1918	372
2439	373
6808	374
4067	375
13782	376
3630	377
3456	378
1061	379
10538	380
7518	381
4067	382
3551	383
6791	384
10011	385
8647	386
847	387
14518	388
12217	389
10011	390
10230	391
10011	392
10011	393
10011	394
11120	395
8649	396
2149	397
2149	398
6905	399
2149	400
10011	401
2132	402
10011	403
10011	404
2149	405
2149	406
5892	407
10011	408
2149	409
2149	410
12103	411
4271	412
3536	413
9302	414
9895	415
2062	416
2062	417
5462	418
9535	419
7792	420
11014	421
13896	422
9895	423
4114	424
8636	425
12339	426
7199	427
12921	428
11528	429
4716	430
15024	431
7199	432
4716	433
7687	434
7687	435
7687	436
11405	437
13990	438
11405	439
2782	440
2704	441
4716	442
8569	443
11280	444
12579	445
9302	446
2427	447
8145	448
5150	449
9302	450
6426	451
9863	452
439	453
359	454
3150	455
6611	456
2708	457
4974	458
3787	459
152	460
8414	461
1338	462
15140	463
5527	464
12526	465
8494	466
9268	467
3920	468
10801	469
915	470
13982	471
10871	472
13414	473
4177	474
1807	475
1807	476
13011	477
1078	478
11176	479
3881	480
3850	481
2587	482
700	483
7844	484
12472	485
5353	486
1062	487
2692	488
678	489
9447	490
2537	491
3422	492
13881	493
1649	494
5800	495
9838	496
9887	497
544	498
5974	499
2799	500
5974	501
295	502
2146	503
4974	504
10251	505
10251	506
6258	507
3020	508
9268	509
3582	510
12945	511
2150	512
5286	513
11028	514
7482	515
3836	516
5654	517
8362	518
5889	519
14177	520
6385	521
4272	522
7178	523
4744	524
7609	525
756	526
4757	527
5218	528
855	529
5994	530
5270	531
5078	532
1927	533
4597	534
695	535
12724	536
5016	537
1382	538
3233	539
7709	540
11050	541
8095	542
1503	543
10492	544
5596	545
8620	546
8193	547
13441	548
76	549
13208	550
8618	551
3591	552
14617	553
6804	554
9386	555
11550	556
13387	557
7385	558
5166	559
11116	560
14826	561
8145	562
3427	563
12815	564
5524	565
5630	566
4018	567
4754	568
3607	569
3607	570
8513	571
8248	572
8248	573
8513	574
8513	575
11952	576
4754	577
3607	578
8248	579
8513	580
8248	581
8248	582
8248	583
8248	584
8248	585
6724	586
8513	587
8513	588
8248	589
11952	590
11952	591
8248	592
8248	593
4754	594
11952	595
4754	596
4754	597
4754	598
4754	599
4754	600
4754	601
8248	602
4754	603
11952	604
11952	605
11952	606
11952	607
9711	608
